SubOrgID	Naam	OrgID	ChangeDate	Centrum	Gebruiker
950	HRM  standplaats Melle	1733	2010-08-10 22:28:58	CAT	CATRUG
951	CPBW	332	2010-08-10 23:37:05	CAT	CATRUG
952	CAT	332	2010-08-10 23:59:34	CAT	CATRUG
953	De Vest YOT	1107	2010-08-11 17:16:35	PRI	PRIVDA
954	Oost	1107	2010-08-11 17:19:34	PRI	PRIVDA
955	leidinggevenden	1796	2010-12-24 14:29:20	AHA	AHAJCA
956	Colruyt EHBO medewerkers	424	2010-08-31 10:05:12	AHA	AHAJCA
957	BIVV	1800	2010-09-07 13:41:58	VAD	VADJOS
958	Vitalsounds	1800	2010-09-07 13:42:05	VAD	VADJOS
959	Vagga Altox	1800	2010-09-07 13:42:13	VAD	VADJOS
960	Vagga	691	2010-09-07 14:08:14	VAD	VADJOS
961	OK	1815	2010-10-01 11:48:59	VAD	VADMCL
962	deelwerking Houba	1822	2010-10-11 18:33:25	AHA	AHAIVR
963	Interne Dienst Preventie en Bescherming	1823	2010-10-12 16:50:36	VAD	VADMCL
964	convenant	64	2010-10-18 09:57:49	VAD	VADMGE
965	gezondheidsinspectie	588	2010-10-18 12:31:12	VAD	VADMGE
966	projecten	64	2010-10-18 12:38:54	VAD	VADMGE
967	Departement Psychosociale Aspecten	1827	2010-10-18 14:06:09	VAD	VADMCL
968	BUURTOPBOUW WERK MEULENBERG	130	2010-10-18 15:06:14	CAD	CADTCH
969	WIJKTEAM MEULENBERG HOUTHALEN	130	2010-10-18 15:12:27	CAD	CADTCH
970	WIJKTEAM STANDAARD HOUTHALEN-HELCHTEREN	130	2010-10-18 15:24:12	CAD	CADTCH
971	DIVERSITEITSRAAD HOUTHALEN-HELCHTEREN	130	2010-10-18 15:52:16	CAD	CADTCH
972	Nicole Vettenburg	992	2010-10-18 16:30:38	VAD	VADMGE
973	Raad van Bestuur	330	2010-10-25 10:25:22	CAT	CATMAR
974	Stuurgroep Drugs Gent	1849	2010-10-25 10:34:55	CAT	CATMAR
975	werkgroep ocmw	351	2010-10-26 11:35:30	AHA	AHAADI
976	werkgroep BJZ	351	2010-10-26 11:38:07	AHA	AHAADI
977	ondersteunen Johan Vaneven	393	2010-10-28 14:42:22	CAT	CATANS
978	Samenlevingsopbouw 	1855	2010-10-29 18:54:40	VAD	VADMCL
979	Colruyt leidinggevenden	424	2011-03-04 16:19:40	AHA	AHAADI
981	't Vlierke	1627	2010-11-09 14:30:25	MEA	MEAEVE
982	De Stapsteen	676	2010-11-10 16:40:30	LAR	LAREVB
983	AC stad	537	2010-11-12 12:22:30	DEL	DELTDB
984	Stedelijk Onderwijs	1855	2010-11-15 17:28:56	VAD	VADMCL
985	Human Resources	1867	2010-11-16 14:07:09	VAD	VADMCL
986	sector uitgaan	351	2010-11-17 12:20:42	AHA	AHALDR
987	Personeelsdienst	1871	2010-11-18 12:55:17	VAD	VADMCL
988	Sociale dienst	1872	2010-11-18 13:08:28	VAD	VADMCL
989	HRM	1873	2010-11-19 14:17:23	VAD	VADMCL
990	Pegode huis Schilde	1877	2010-11-24 14:26:15	ALT	ALTMLE
991	Pegode huis Edegem 	1877	2010-11-24 14:26:29	ALT	ALTMLE
992	DRUGLINK	473	2010-11-24 14:37:01	ALT	ALTMLE
993	Research section	1899	2010-11-30 15:59:12	VAD	VADMCL
994	De living	810	2010-11-30 16:14:30	LEU	LEUJBO
995	Msoc	1669	2010-12-01 15:01:43	ALT	ALTMLE
996	spuitenruil	1669	2010-12-01 15:01:52	ALT	ALTMLE
997	bubbels en babbels 	1669	2010-12-01 15:02:04	ALT	ALTMLE
998	genderproject	1669	2010-12-01 15:02:17	ALT	ALTMLE
999	Jeugddienst - Jeroen Kersschot	558	2010-12-03 10:43:15	DEL	DELTDB
1000	OCMW - Inge Baeten	545	2010-12-03 10:47:42	DEL	DELTDB
1001	HRM	1915	2010-12-06 16:49:55	VAD	VADMCL
1002	Overleg Gokken	510	2010-12-10 11:37:55	ALT	ALTCCA
1003	MPI	1924	2010-12-14 13:06:23	AHA	AHAADI
1004	BuSO	1924	2010-12-14 13:06:40	AHA	AHAADI
1005	BuBao	1924	2010-12-14 13:06:53	AHA	AHAADI
1006	Werkgroep planmatig werken	545	2010-12-15 11:16:40	DEL	DELTDB
1007	CDO Berchem	615	2010-12-15 11:45:21	ALT	ALTCCA
1008	ECAT	860	2010-12-16 01:46:35	MEC	MECPAE
1010	RIMO	103	2010-12-17 15:02:32	CAD	CADMVS
1011	SOCIALE ECONOMIE 	1933	2010-12-17 15:09:42	CAD	CADMVS
1012	WESTHUIS BERINGEN	223	2010-12-17 16:15:07	CAD	CADJAE
1013	TERUGKOMGROEP	91	2010-12-17 16:31:54	CAD	CADDDA
1014	HUMANISTISCH VRIJZINNIGE VERENIGING	228	2010-12-17 16:43:07	CAD	CADJAE
1015	VIVO BEURS	96	2010-12-20 12:23:31	CAD	CADDDA
1016	IDPB	1940	2010-12-20 14:15:48	VAD	VADMCL
1017	WG studenten en alcohol	371	2010-12-20 15:35:42	VAD	VADIBE
1018	OCMW	87	2010-12-20 16:17:12	CAD	CADDDA
1019	kinderteam Halle	420	2010-12-21 10:09:28	AHA	AHAIVR
1020	TAKE CARE	91	2010-12-21 10:21:30	CAD	CADDFR
1021	werkgroep lokale overheid	432	2010-12-21 10:44:00	ALT	ALTMDC
1022	Dienst welzijn en gezondheid	502	2010-12-21 11:02:59	ALT	ALTMDC
1023	LO Lochristi	385	2010-12-21 14:06:58	CAT	CATMTO
1024	vorming	330	2010-12-21 15:30:32	CAT	CATMTO
1025	WG onderwijs	330	2010-12-21 15:35:43	CAT	CATMTO
1026	werkgroep hoger onderwijs	432	2010-12-22 09:56:12	ALT	ALTLDM
1027	werkgroep schools milieu	1953	2010-12-22 10:51:40	ALT	ALTLDM
1028	GOP Noord	1953	2010-12-22 11:01:49	ALT	ALTLDM
1029	Logonale GOP	1953	2010-12-22 11:06:03	ALT	ALTLDM
1030	Interlokale vereniging drugpreventie Pajottenland	1967	2010-12-22 11:49:52	VLB	VLBRRE
1031	Interlokale vereniging drugprev.Noord-Pajottenland	1967	2010-12-22 11:49:36	VLB	VLBRRE
1032	Interlok. veren. drugprev. Boortm-Haacht-Keerberge	1967	2010-12-22 11:50:27	VLB	VLBRRE
1033	Interlok. veren. drugprev. Kampenh-Steenok-Zemst	1967	2010-12-22 11:51:01	VLB	VLBRRE
1034	Interlok. veren. drugprev. 5 faciliteitengemeenten	1967	2010-12-22 11:51:54	VLB	VLBRRE
1035	Interlok. veren. drugprev. Rotselaar-Tremelo-Begij	1967	2010-12-22 11:52:27	VLB	VLBRRE
1036	Drugnetwerk	1974	2010-12-23 11:09:17	CAT	CATMTO
1037	werkgroep alcohol bekijk het eens nuchter	446	2010-12-23 14:50:05	LAR	LARTHU
1038	stuurgroep	1634	2010-12-23 14:55:57	LAR	LARTHU
1039	werkgroep hoger onderwijs (studenten en alcohol)	450	2010-12-23 15:09:26	LAR	LARTHU
1040	WG Eerstelijn / vroeginterventie	371	2010-12-28 09:42:45	VAD	VADTDE
1041	WG Politie en Justitie	371	2010-12-28 09:43:09	VAD	VADTDE
1042	Gemeenschapswachten	1056	2010-12-28 11:20:57	GEE	GEETCO
1043	Straathoekwerk	509	2010-12-29 16:40:18	ALT	ALTJDS
1044	Scholenoverleg	848	2010-12-30 09:54:52	ALT	ALTJDS
1045	Q-label antwerpen	510	2010-12-30 09:58:39	ALT	ALTJDS
1046	Geestig gestoord	1000	2010-12-30 10:28:39	ALT	ALTJDS
1047	Campus Irishof (KTA + Internaat)	1992	2010-12-30 10:49:51	ALT	ALTJDS
1048	Welzijnsfiches	625	2010-12-30 11:00:27	ALT	ALTJDS
1049	werkgroep basisvorming	432	2010-12-30 12:07:06	ALT	ALTJDS
1050	Jongeren / outreachwerkers	509	2010-12-30 13:47:13	ALT	ALTJDS
1051	Werkgroep drugbeleid	431	2010-12-30 14:25:41	ALT	ALTJDS
1052	Club Health and Media	1994	2010-12-30 14:32:29	ALT	ALTJDS
1053	project studenten ortho	1951	2010-12-31 11:23:17	CAT	CATMTO
1054	WG hoger onderwijs	330	2010-12-31 12:20:45	CAT	CATMTO
1055	WG Drugpreventie	540	2011-01-03 10:08:14	DEL	DELCDE
1056	LOGO Waasland	566	2011-01-03 11:18:10	DEL	DELCDE
1057	ad hoc werkgroep project allochtonen	371	2011-01-03 12:11:07	VAD	VADIBA
1058	OLV Presentatie Handel	2002	2011-01-03 14:14:22	DEL	DELCDE
1059	OLV Presentatie Humaniora	2002	2011-01-03 14:14:32	DEL	DELCDE
1060	Vitalsounds	624	2011-01-04 14:49:56	VAD	VADJOS
1061	Breakline	624	2011-01-04 14:50:04	VAD	VADJOS
1062	stad Gent	624	2011-01-04 14:50:11	VAD	VADJOS
1064	Departement Lerarenopleiding	2011	2011-01-04 15:20:04	VAD	VADMDB
1065	Competentie ontwikkeling / Cathy Camertyn	819	2011-01-04 16:06:55	VAD	VADMDB
1066	Roke kruis	371	2011-01-04 17:04:05	VAD	VADJOS
1068	Werkgroep eindejaarscampagne alcoholpreventie	1050	2011-01-05 15:57:05	VLB	VLBRRE
1069	INTEGRATIEDIENST	130	2011-01-05 15:58:01	CAD	CADSTU
1070	WIJKTEAM HOUTHALEN-OOST	130	2011-01-05 16:20:17	CAD	CADSTU
1071	INTERCULTURELE RAAD	223	2011-01-05 16:37:48	CAD	CADSTU
1073	VZW DRIEHOEK	130	2011-01-05 17:25:19	CAD	CADSTU
1074	BUURTHUIS SCHOONBEEK	228	2011-01-05 17:37:07	CAD	CADSTU
1076	SINT-GERARDUS	286	2011-01-06 14:30:37	CAD	CADCBA
1077	IKSO	1674	2011-01-06 14:36:27	CAD	CADCBA
1078	permanente werkgroep psychiatrie	2015	2011-01-06 15:16:32	VAD	VADMGE
1079	DIC III	2014	2011-01-06 15:20:07	VAD	VADMGE
1080	CGG	371	2011-01-06 15:34:00	VAD	VADMGE
1081	TAD	371	2011-01-06 16:06:40	VAD	VADMGE
1082	geschreven pers	2018	2011-01-06 17:18:15	VAD	VADMGE
1083	tv	2018	2011-01-06 17:18:22	VAD	VADMGE
1084	radio	2018	2011-01-06 17:18:27	VAD	VADMGE
1085	infosessie arbeid	440	2011-01-07 13:26:52	NWV	NWVRDV
1086	Begeleiding Thuislozen	2027	2011-01-08 20:48:07	LAR	LAREVB
1087	werkgroep beleidsplan	453	2011-01-10 13:05:23	NWV	NWVRDV
1088	stuff	453	2011-01-10 13:49:59	NWV	NWVRDV
1089	drugoverleg	444	2011-01-12 12:21:26	NWV	NWVNVM
1090	WG lokaal beleid	450	2011-01-13 13:43:30	NWV	NWVNVM
1091	drugoverleg	469	2011-01-13 13:55:39	NWV	NWVNVM
1092	campus oostende	2035	2011-01-13 14:02:02	NWV	NWVNVM
1093	Sociale dienst	1278	2011-01-13 14:31:49	NWV	NWVNVM
1095	WG Fuif	1028	2011-01-13 14:43:13	NWV	NWVNVM
1096	Beleid arbeid	443	2011-01-14 08:50:41	NWV	NWVRDV
1097	training motiverende	1277	2011-01-14 09:01:22	NWV	NWVRDV
1098	Leuvens Instituut voor criminologie (LINC)	991	2011-01-14 10:13:29	VAD	VADEDD
1099	CAW jeugdhaven en de  Korre	2040	2011-01-14 14:15:44	NWV	NWVNVM
1100	Opleiding Sociaal Werk	2041	2011-01-14 15:08:02	NWV	NWVNVM
1101	WG trip	453	2011-01-14 15:34:50	NWV	NWVNVM
1102	Preventiedienst	2043	2011-01-17 11:03:00	VAD	VADMCL
1103	Reccer	332	2011-01-17 11:44:55	CAT	CATCHK
1104	jeugdraad Oostende	440	2011-01-18 11:49:05	NWV	NWVNVM
1105	VTI Deeltijds Oostende	2062	2011-01-18 13:46:46	NWV	NWVNVM
1106	campus Ledeganck - Lerarenopleiding	2067	2011-01-19 11:05:23	CAT	CATRUG
1107	werkgroep onderwijs	756	2011-01-19 14:04:24	LEU	LEUGMA
1108	werkgroep grenzen stellen	756	2011-01-19 14:04:36	LEU	LEUGMA
1109	werkgroep drugs in beweging	756	2011-01-19 14:04:52	LEU	LEUGMA
1110	VAD preventieteam	756	2011-01-19 14:12:25	LEU	LEUGMA
1111	werkgroep basisvorming	756	2011-01-19 14:36:52	LEU	LEUGMA
1112	werkgroep intrafamiliaal geweld en alcohol	756	2011-01-19 14:41:47	LEU	LEUGMA
1113	werkgroep OCMW	756	2011-01-19 14:44:39	LEU	LEUGMA
1114	Werkgroep onderwijs	2070	2011-01-20 13:33:50	ROE	ROEEVA
1115	Werkgroep hulpverlening	2070	2011-01-20 13:33:59	ROE	ROEEVA
1116	Stuurgroep Lokaal Drugoverleg	2070	2011-01-20 13:34:08	ROE	ROEEVA
1117	Algemene vergadering Lokaal Drugoverleg	2070	2011-01-20 13:34:21	ROE	ROEEVA
1118	Locoregionale uitv. Vlaamse Suicidepreventie	2072	2011-01-20 15:18:55	CAT	CATRUG
1119	JEUGDDIENST	87	2011-01-21 10:28:48	CAD	CADNAE
1121	Campus Brusselsepoortstraat	1020	2011-01-24 10:40:34	CAT	CATRUG
1122	Spitaalpoortstraat KIDZ	2054	2011-01-24 10:57:57	CAT	CATRUG
1123	WG Drugtesting	330	2011-01-24 11:18:07	CAT	CATRUG
1124	campus De Toren	1975	2011-01-24 11:24:30	CAT	CATRUG
1125	Gezondheidsdienst	1014	2011-01-24 11:31:07	CAT	CATRUG
1126	campus Voskenslaan	2067	2011-01-24 11:39:46	CAT	CATRUG
1127	campus Loofblommestraat	1030	2011-01-24 12:05:20	CAT	CATRUG
1128	Sociaal Huis	2091	2011-01-24 12:30:00	CAT	CATRUG
1129	vakgroep Maatschappelijke Gezondheidkunde	1151	2011-01-24 13:16:51	CAT	CATRUG
1130	afd Latem/Deurle	2100	2011-01-24 16:32:51	CAT	CATRUG
1131	campus St-Annaplein	1020	2011-01-25 10:28:33	CAT	CATRUG
1132	Jeugddienst	1014	2011-01-25 10:45:32	CAT	CATRUG
1133	Deurle/Latem	2104	2011-01-25 10:57:24	CAT	CATRUG
1134	Onderzoeksplatform	330	2011-01-25 15:19:25	CAT	CATRUG
1135	SAS Sociale dienst van OCMW (middelengebruik)	1752	2011-01-27 12:10:20	PRI	PRIVDA
1136	EDICT	2137	2011-01-28 10:44:29	CAD	CADKBO
1137	JOC De Lane	2027	2011-01-28 13:36:12	NWV	NWVGLA
1138	preventiedienst	2148	2011-01-28 14:21:48	NWV	NWVGLA
1139	Jeugdhuis	1862	2011-01-28 14:35:46	NWV	NWVGLA
1140	Jeugddienst Wervik	459	2011-01-28 14:43:20	NWV	NWVGLA
1141	LDC Hofland	444	2011-01-28 15:26:09	NWV	NWVGLA
1142	Minderheden Adviesraad (MARO)	440	2011-01-28 16:30:36	NWV	NWVGLA
1144	Houba	1107	2011-01-31 14:31:20	PRI	PRIVDA
1145	Brussel Oost	1107	2011-01-31 15:05:57	PRI	PRIVDA
1146	Werkgroep ECAT	450	2011-02-03 12:09:52	LAR	LARIHI
1147	PAROCHIE WIJKKANTOOR MEULENBERG	130	2011-02-03 15:17:47	CAD	CADTCH
1148	GDPBW Psychosociale Dienst  	2161	2011-02-03 15:31:20	VAD	VADMCL
1149	WIJKFOCUS MEULENBERG 	130	2011-02-03 16:19:22	CAD	CADTCH
1150	CAD	2162	2011-02-07 10:56:19	CAD	CADCBA
1151	verantwoordelijke Mechelen	1423	2011-02-08 08:54:22	VAD	VADMCL
1152	IDPB	2164	2011-02-08 08:55:50	VAD	VADMCL
1153	IDPB	2166	2011-02-08 09:04:03	VAD	VADMCL
1154	TAKE CARE	301	2011-02-08 12:59:36	CAD	CADCBA
1155	Ambulant Centrum	2168	2011-02-08 16:13:31	CAT	CATMAR
1156	Therapeutische Gemeenschap	2168	2011-02-08 16:15:22	CAT	CATMAR
1157	Stuurgroep Keep it clean	2105	2011-02-08 16:25:59	CAT	CATMAR
1158	Dienst Gezondheidsbeleid	2170	2011-02-08 16:27:53	VAD	VADJRO
1159	Cocaïneproject	2168	2011-02-08 16:56:36	CAT	CATMAR
1160	Programmacommissie arbeid	756	2011-02-09 13:33:38	LEU	LEUJBO
1161	werkgroep lokaal beleid	756	2011-02-09 13:33:52	LEU	LEUJBO
1162	Human Resources	2177	2011-02-10 18:33:02	VAD	VADMCL
1163	ECAT-overleg	756	2011-02-14 11:23:51	LEU	LEUSLE
1164	werkgroep HOGER ONDERWIJS	756	2011-02-14 11:24:16	LEU	LEUSLE
1165	werkgroep CONSULT	756	2011-02-14 11:24:28	LEU	LEUSLE
1166	werkgroep BJZ	756	2011-02-14 12:25:25	LEU	LEUSLE
1167	sociale economie	751	2011-02-14 12:48:43	LEU	LEUSLE
1168	Studiedienst	2181	2011-02-15 15:18:46	VAD	VADMCL
1169	Overleg VAD-directies	756	2011-02-15 20:18:51	LEU	LEUMCO
1170	De Kastelein	1627	2011-02-16 10:29:24	MEA	MEAEVE
1171	LO_Erpe Mere	389	2011-02-28 11:15:01	CAT	CATANS
1172	Stuurgroep preventie	389	2011-02-28 11:25:18	CAT	CATANS
1173	Studiedienst 	2189	2011-03-01 17:23:52	VAD	VADMCL
1174	regio Pajottenland	1979	2011-03-02 12:00:00	AHA	AHAADI
1175	Brusselse Lokale Dienstencentra	2197	2011-03-21 09:04:12	VAD	VADMCL
1176	CID	2198	2011-03-21 15:32:45	VAD	VADMCL
1177	WG Onderwijs	2199	2011-03-25 10:12:10	NWV	NWVRDV
1178	WG + café	2199	2011-03-25 10:12:41	NWV	NWVRDV
1179	WG Bijzondere Jeugdzorg	2199	2011-03-25 10:13:18	NWV	NWVRDV
1181	Adviesraad	2199	2011-03-25 10:17:06	NWV	NWVRDV
1182	KG Adviesraad	2199	2011-03-25 10:17:22	NWV	NWVRDV
1183	AD HOC WG Intervisie	2199	2011-03-25 10:24:30	NWV	NWVRDV
1184	Preventiewerkersoverleg	2199	2011-03-25 10:19:06	NWV	NWVRDV
1185	Overleg Preventiedienst-CGG	2199	2011-03-25 10:19:39	NWV	NWVRDV
1186	AD HOC WG Ouders	2199	2011-03-25 10:24:04	NWV	NWVRDV
1187	AD HOC WG Huisartsen	2199	2011-03-25 10:24:15	NWV	NWVRDV
1188	ECAT 2010-2011	2199	2011-03-25 10:25:15	NWV	NWVRDV
1189	CAW Regio Brugge (De Lane)	2199	2011-03-25 10:26:35	NWV	NWVRDV
1190	CAW Regio Brugge (Begeleiding Thuislozen)	2199	2011-03-25 10:26:52	NWV	NWVRDV
1191	KI Spermalie/Het Anker	2199	2011-03-25 10:27:56	NWV	NWVRDV
1192	KTA Brugge	2199	2011-03-25 10:28:14	NWV	NWVRDV
1193	TCK Nieuwland	2199	2011-03-25 10:28:32	NWV	NWVRDV
1194	Rode Kruis	2199	2011-03-25 10:28:57	NWV	NWVRDV
1195	KHBO	2199	2011-03-25 10:29:06	NWV	NWVRDV
1196	Scholengemeenschap St-Donaas	2199	2011-03-25 10:30:33	NWV	NWVRDV
1197	Scholengmeenschap St-Maarten	2199	2011-03-25 10:30:50	NWV	NWVRDV
1198	Jeugdbewegingen	2199	2011-03-25 10:31:25	NWV	NWVRDV
1199	OCMW	2199	2011-03-25 10:31:35	NWV	NWVRDV
1200	WG Onderwijs	2200	2011-03-25 10:36:20	NWV	NWVRDV
1201	WG Bijzondere Jeugdzorg	2200	2011-03-25 10:36:41	NWV	NWVRDV
1202	WG Medische WG	2200	2011-03-25 10:37:02	NWV	NWVRDV
1203	WG Kinderen druggebruikende ouders	2200	2011-03-25 10:37:31	NWV	NWVRDV
1204	WG KIDO	2200	2011-03-25 10:37:51	NWV	NWVRDV
1205	WG Monitor	2200	2011-03-25 10:38:11	NWV	NWVRDV
1206	Stuurgroep Drugbeleid	2200	2011-03-25 10:38:29	NWV	NWVRDV
1207	Individuele Coaching	2200	2011-03-25 10:38:39	NWV	NWVRDV
1208	De Bolle	2200	2011-03-25 10:39:04	NWV	NWVRDV
1209	Arcade (Lithops)	2200	2011-03-25 10:39:27	NWV	NWVRDV
1210	ECAT 2010-2011	2200	2011-03-25 10:40:09	NWV	NWVRDV
1214	SG Blankenberge-Zuienkerke	2205	2011-03-25 10:49:43	NWV	NWVRDV
1215	KG Blankenberge-Zuienkerke	2205	2011-03-25 10:49:51	NWV	NWVRDV
1216	WG DOPO	2205	2011-03-25 10:50:00	NWV	NWVRDV
1217	SG Preventieraad	2204	2011-03-25 10:50:44	NWV	NWVRDV
1218	KG Preventieraad	2204	2011-03-25 10:50:54	NWV	NWVRDV
1219	SG Torhout 	2206	2011-03-25 10:53:33	NWV	NWVRDV
1220	KG Torhout	2206	2011-03-25 10:53:41	NWV	NWVRDV
1221	WG Uitgaan	2206	2011-03-25 10:53:48	NWV	NWVRDV
1222	WG Hulpverlening 	2207	2011-03-25 10:56:38	NWV	NWVRDV
1223	WG Voorlichting en vorming	2207	2011-03-25 10:57:01	NWV	NWVRDV
1224	Algemene vergadering	2212	2011-03-25 11:06:32	NWV	NWVRDV
1227	WG Onderwijs	2212	2011-03-25 11:08:11	NWV	NWVRDV
1228	Preventieteam	2213	2011-03-25 11:21:32	NWV	NWVRDV
1229	Programmacommissie	2213	2011-03-25 11:23:15	NWV	NWVRDV
1230	WG DIB	2213	2011-03-25 11:25:57	NWV	NWVRDV
1231	WG Bijzondere Jeugdzorg	2213	2011-03-25 11:27:19	NWV	NWVRDV
1232	WG I-Plan	2213	2011-03-25 11:29:08	NWV	NWVRDV
1233	WG Eerstelijnsgezondheidszorg	2213	2011-03-25 11:30:08	NWV	NWVRDV
1234	WG OCMW	2213	2011-03-25 11:31:01	NWV	NWVRDV
1235	WG Onderwijs	2213	2011-03-25 11:35:36	NWV	NWVRDV
1236	WG Vroeginterventie	2213	2011-03-25 11:38:05	NWV	NWVRDV
1237	WG Partywise	2213	2011-03-25 11:40:31	NWV	NWVRDV
1238	WG ECAT2010-2011	2213	2011-03-25 11:42:58	NWV	NWVRDV
1239	WG Alcohol en drugs	2203	2011-03-25 11:49:54	NWV	NWVRDV
1240	WG Trefvoormiddag	2203	2011-03-25 11:50:50	NWV	NWVRDV
1241	WG Drugbeleid	2215	2011-03-25 11:56:02	NWV	NWVRDV
1242	SG Alcohol en Drugs	2216	2011-03-25 11:58:37	NWV	NWVRDV
1243	Vroeginterventie Oostende	2217	2011-03-25 12:04:09	NWV	NWVRDV
1244	WG kwaliteitsbevordering in de verslavingszorg	2217	2011-03-25 12:04:54	NWV	NWVRDV
1245	Directie Personeel en Opleiding	1304	2011-03-28 11:02:05	VAD	VADMCL
1246	Interne Dienst Preventie en Bescherming	1416	2011-04-01 14:45:21	VAD	VADMCL
1247	BASF Belgium - Waterloo	1311	2011-04-01 15:54:29	VAD	VADMCL
1248	Medische dienst	2219	2011-04-07 15:57:38	VAD	VADMCL
1249	Parents@Home	2220	2011-04-11 13:50:24	NWV	NWVGLA
1250	Druglink 	891	2011-04-12 11:42:28	MEA	MEAEVE
1251	Sint-Niklaas	1865	2011-04-14 11:48:52	DEL	DELTDB
1252	Dendermonde	1865	2011-04-14 11:48:58	DEL	DELTDB
1253	Aalst	1865	2011-04-14 11:49:04	DEL	DELTDB
1254	Evaluatiecommissie	537	2011-04-14 15:47:35	DEL	DELTDB
1255	Preventie A&D	2224	2011-04-15 16:15:40	LEU	LEUJBO
1256	Preventieteam	351	2011-04-18 13:25:52	AHA	AHAADI
1257	Orthopedagogiek	2226	2011-04-18 14:02:04	AHA	AHAADI
1258	Ad Hoc WG 1ste lijn	351	2011-04-18 14:24:29	AHA	AHAADI
1259	Psychiater	420	2011-04-18 14:28:33	AHA	AHAADI
1260	WG Bijzondere Jeugdzorg	2230	2011-04-19 09:27:35	LAR	LAREVB
1261	WG BJZ	2232	2011-04-19 09:37:38	LAR	LAREVB
1263	Dir. Strategie - Dienst Veiligh.&Milieu ( H-VM 03)	2177	2011-04-19 10:14:56	VAD	VADMCL
1264	WG Onderwijs	2232	2011-04-19 10:15:45	LAR	LAREVB
1265	De Bres	2234	2011-04-19 10:39:50	LAR	LAREVB
1266	Koninklijk Atheneum	2235	2011-04-19 16:12:09	DEL	DELCDE
1267	Middenschool	2235	2011-04-19 16:12:25	DEL	DELCDE
1268	Human Resources	2237	2011-04-21 15:15:00	VAD	VADMCL
1269	Vroeginterventie	2238	2011-04-22 13:57:50	DEL	DELTDB
1270	Delta-overleg	2238	2011-04-22 13:58:40	DEL	DELTDB
1271	Directie	2238	2011-04-22 13:59:21	DEL	DELTDB
1272	PO	2238	2011-04-22 13:59:29	DEL	DELTDB
1273	Delta-preventie	2238	2011-04-22 13:59:41	DEL	DELTDB
1274	De Brug Hasselt,vormingsdienst LMH	1382	2011-05-02 15:32:29	CAD	CADEBO
1275	Voorzitter Beheerscomité	1926	2011-05-03 11:43:13	HAV	HAVADS
1276	Interne dienst Preventie 	992	2011-05-09 12:22:00	VAD	VADMCL
1277	Sportraad	255	2011-05-11 15:11:59	CAD	CADNAE
1278	Sociale dienst	1304	2011-05-19 16:29:29	VAD	VADMCL
1279	Sociale dienst	1533	2011-05-23 11:27:12	VAD	VADMCL
1280	Antwerp European Youth Capital	482	2011-05-24 14:14:36	ALT	ALTJDS
1283	Raadvanbestuur	2213	2011-06-14 16:55:43	NWV	NWVRDV
1284	JEUGDHUIS FUEGO	156	2011-06-17 09:58:06	CAD	CADTCH
1285	VZW ANNOUR	157	2011-06-17 09:53:57	CAD	CADTCH
1286	PREVENTIEDIENST	156	2011-06-17 09:58:25	CAD	CADTCH
1287	PROVINCIALE STUURGROEP	96	2011-06-20 16:35:42	CAD	CADTCH
1288	STEBO VZW	130	2011-06-20 17:13:38	CAD	CADTCH
1289	Personeel & Opleiding	2300	2011-06-21 13:48:13	VAD	VADMCL
1290	Dienst DSO	1056	2011-06-27 12:39:52	GEE	GEETCO
1291	Zwembad	1056	2011-06-27 12:43:04	GEE	GEETCO
1292	Gezond Plus (Gent)	566	2011-06-27 14:11:44	DEL	DELTDB
1293	Chiro Appels	537	2011-06-27 14:28:10	DEL	DELTDB
1294	Drugnetwerk Gent	1261	2011-06-30 10:22:41	VAD	VADMDB
1295	TAKE CARE	242	2011-06-30 14:49:28	CAD	CADDFR
1296	Buurtsport Antwerpen	482	2011-06-30 16:23:12	ALT	ALTCCA
1297	Districts- en loketwerking	482	2011-07-05 15:47:01	ALT	ALTCCA
1298	Sociale dienst	2330	2011-07-06 12:03:35	VAD	VADMCL
1299	LEIDINGGEVENDEN	2335	2011-07-08 11:46:25	CAD	CADEGI
1300	WERKGROEP KIJK IK KAN ZONDER	2337	2011-07-08 14:00:31	CAD	CADEGI
1301	LOKAAL GEZONDHEIDSOVERLEG	56	2011-07-12 13:08:02	CAD	CADKJA
1302	WERKGROEP ASSIST	46	2011-07-12 14:05:14	CAD	CADCBA
1303	WERKGROEP GEESTELIJKE GEZONDHEIDSZORG	247	2011-07-12 14:33:47	CAD	CADKJA
1304	PREVENTIERAAD	130	2011-07-12 14:41:04	CAD	CADCBA
1305	JEUGDRAAD	257	2011-07-12 15:08:40	CAD	CADKJA
1306	INTERCULTURELE ZORG EN PREVENTIE	91	2011-07-12 15:15:32	CAD	CADCBA
1307	KINDERGEMEENTERAAD	56	2011-07-12 15:31:45	CAD	CADCBA
1308	inspectie volksgezondheid	2352	2011-07-13 16:20:02	LEU	LEUSLE
1309	Vorming module bedrijfshulpverlening	432	2011-07-18 15:22:32	ALT	ALTMDC
1310	Werkgroep alcohol en drugs	2362	2011-07-19 11:36:47	LAR	LARKHA
1311	Algemene vergadering	2375	2011-07-20 10:07:39	LAR	LARKHA
1312	ROAD	2375	2011-07-20 10:07:47	LAR	LARKHA
1313	WG vroeginterventie	450	2011-07-20 10:25:13	LAR	LARKHA
1314	werkgroep onderwijs	2379	2011-07-20 11:17:14	LAR	LARTHU
